Script started on Mon 18 Aug 2014 03:34:19 AM EDT
MERII2014/cs5300/Final/housedataattHopfieldScript.txto|uperls-peo's/\e([^\[\]]|\[.*?[a-zA-Z]|\].*?\a)//g' | col db/home/chronosage/Documents/Dropbox/SCHOOL/SUMMERII2014/cs5300/Final/housedatapython3 backpropFromGod.py
python3 backpropFromGod.py
0.0173374025005 [ 0.01403084]
0.0174742972856 [ 0.01284079]
0.0173945111869 [ 0.01324712]
0.0175175239112 [ 0.01352835]
0.0172277496642 [ 0.01276906]
0.0172931930297 [ 0.01382484]
0.0171731606287 [ 0.01556475]
0.0170128279288 [ 0.01321995]
0.0172629246974 [ 0.01362016]
0.0169720663946 [ 0.01280154]
0.0171886797297 [ 0.01459596]
0.0171361640843 [ 0.01251837]
0.017031455904 [ 0.01364587]
0.017277208036 [ 0.01350654]
0.0174320417283 [ 0.01271421]
0.0172204029807 [ 0.01361373]
0.0170546898282 [ 0.01292071]
0.0173327318379 [ 0.01301397]
0.0170764505438 [ 0.01262692]
0.0171115112004 [ 0.01256078]
0.0168829492427 [ 0.01201132]
0.0172214462273 [ 0.01414277]
0.0169247681016 [ 0.01399831]
0.0170898669696 [ 0.0132626]
0.0171274904845 [ 0.01328925]
0.0168632099203 [ 0.01223747]
0.0169965546554 [ 0.01243559]
0.0169998393849 [ 0.01373057]
0.0171057990421 [ 0.01261937]
0.0171662283023 [ 0.01278499]
0.01692451253 [ 0.01394104]
0.0167723553816 [ 0.01282255]
0.0171388704925 [ 0.01393528]
0.0170900209548 [ 0.0119883]
0.0172654490156 [ 0.01227257]
0.0171049830594 [ 0.01414891]
0.016877800316 [ 0.01308396]
0.0164038745939 [ 0.01326213]
0.0169612231093 [ 0.01246875]
0.0168693725277 [ 0.0122868]
0.0170143573443 [ 0.01208915]
0.017086487797 [ 0.01244409]
0.0169195958714 [ 0.01196262]
0.0167456374341 [ 0.01204316]
0.0166195159648 [ 0.0125239]
0.0169665792677 [ 0.01194389]
0.0169802593514 [ 0.01268692]
0.0165890524392 [ 0.01271664]
0.0170328975325 [ 0.01202512]
0.0162938703047 [ 0.0124309]
0.0168505711412 [ 0.01270298]
0.0167552284503 [ 0.01380844]
0.016761536323 [ 0.011957]
0.0166523136751 [ 0.01294999]
0.0168181791327 [ 0.01294956]
0.0167911268472 [ 0.0129929]
0.0167634997207 [ 0.01383439]
0.0167870571108 [ 0.01171249]
0.0164062433861 [ 0.01294603]
0.0166351703467 [ 0.01262168]
0.0164774020792 [ 0.01185764]
0.0168336906057 [ 0.01414754]
0.0163942016214 [ 0.01240004]
0.0168743114332 [ 0.01294824]
0.0165003791991 [ 0.0120746]
0.0165924640887 [ 0.01296771]
0.0167713474403 [ 0.01188621]
0.0168521374054 [ 0.01329224]
0.0164121280266 [ 0.01168317]
0.0170333206226 [ 0.01304119]
0.0167206073206 [ 0.01186701]
0.0165607869792 [ 0.01199157]
0.0165874083819 [ 0.01518704]
0.0160925711938 [ 0.01478141]
0.0165158854966 [ 0.01480023]
0.0169035194103 [ 0.01152271]
0.0164248810522 [ 0.01377855]
0.0169084431257 [ 0.01153351]
0.0169251323774 [ 0.01312192]
0.01655649264 [ 0.01477616]
0.0167429381707 [ 0.0127046]
0.0166163474175 [ 0.01155162]
0.0164243662347 [ 0.01163168]
0.0168517789101 [ 0.01392689]
0.0163574160411 [ 0.01176015]
0.0165925449453 [ 0.01271808]
0.0167621678062 [ 0.01224242]
0.0165157802551 [ 0.01197958]
0.0162557704537 [ 0.01368504]
0.0165115462211 [ 0.0117033]
0.0167320388425 [ 0.01207787]
0.0165821425036 [ 0.01234508]
0.0165086376637 [ 0.01245369]
0.0167174444655 [ 0.01231994]
0.0161800106703 [ 0.0116264]
0.0165915622733 [ 0.01206964]
0.0164818933757 [ 0.01186674]
0.016122787062 [ 0.01571344]
0.0165802711222 [ 0.012326]
0.0166190862598 [ 0.01350971]
0.0163108097808 [ 0.01251202]
0.0167401280835 [ 0.0116729]
0.0167062480302 [ 0.01174178]
0.0164308340354 [ 0.01301114]
0.0166988102467 [ 0.01248673]
0.016583398292 [ 0.01386199]
0.0165768593752 [ 0.01337967]
0.0166195188048 [ 0.01231031]
0.0164612903578 [ 0.01154425]
0.0163180340586 [ 0.01216123]
0.0160743465066 [ 0.01223969]
0.0163951421619 [ 0.01360011]
0.0165733786681 [ 0.01217897]
0.0163610348959 [ 0.01157666]
0.0167121227895 [ 0.0117361]
0.0165575601358 [ 0.01299406]
0.0167734743932 [ 0.01164578]
0.0164655572588 [ 0.01185757]
0.0163113795643 [ 0.01407491]
0.0161856161361 [ 0.01149568]
0.0166395068597 [ 0.01444469]
0.0163441357112 [ 0.01199581]
0.0162806768801 [ 0.01460152]
0.0163237350977 [ 0.01384953]
0.0162859295662 [ 0.01250284]
0.0164672486358 [ 0.01296823]
0.0166691632854 [ 0.01229437]
0.0164359505265 [ 0.01165933]
0.0165316967154 [ 0.01244187]
0.0162856142163 [ 0.01154264]
0.0169262580233 [ 0.01270021]
0.0160352214716 [ 0.01369655]
0.0165801993184 [ 0.01202457]
0.0165891569389 [ 0.01214756]
0.0163351355408 [ 0.01263444]
0.016416358322 [ 0.01184422]
0.0163925222102 [ 0.01263423]
0.0163258251331 [ 0.01176801]
0.0163573119747 [ 0.01142323]
0.0166295253156 [ 0.01316082]
0.0160071877264 [ 0.01223101]
0.0165268780849 [ 0.01215461]
0.0160635549705 [ 0.0135865]
0.0163894832679 [ 0.01137423]
0.0164402819676 [ 0.01194102]
0.0164803887061 [ 0.01380612]
0.0162351790871 [ 0.01419191]
0.0165285990236 [ 0.01312175]
0.0165342662844 [ 0.01188411]
0.016236502341 [ 0.01331407]
0.0164533136348 [ 0.01150069]
0.0162098886414 [ 0.01136446]
0.0161602596051 [ 0.01466803]
0.0165983460267 [ 0.01146523]
0.0161702087844 [ 0.01192628]
0.0165441929305 [ 0.01463341]
0.0162804470755 [ 0.01140612]
0.0164137844444 [ 0.01494982]
0.0161920896747 [ 0.0126597]
0.0164177920821 [ 0.01311201]
0.0163640413267 [ 0.01148196]
0.0163827073385 [ 0.01768443]
0.0164039849058 [ 0.01166048]
0.0157446937761 [ 0.01202552]
0.0162864044805 [ 0.01283187]
0.0161641391086 [ 0.01297155]
0.0159204190164 [ 0.01144053]
0.0164502178899 [ 0.01418561]
0.0165363666842 [ 0.01602201]
0.0163019311188 [ 0.01174788]
0.0162281228158 [ 0.01389067]
0.0165413331288 [ 0.01152812]
0.0161073683394 [ 0.0115604]
0.0163071744294 [ 0.01208858]
0.0159690157633 [ 0.01162743]
0.0164353114378 [ 0.01144943]
0.0159012043404 [ 0.0117665]
0.0160318355926 [ 0.02221596]
0.0161188516592 [ 0.01151723]
0.015713809278 [ 0.01216943]
0.0161503760349 [ 0.01217693]
0.0162690512299 [ 0.01275558]
0.016472391452 [ 0.0120744]
0.0164223188003 [ 0.01307755]
0.0163499855017 [ 0.0125654]
0.0162003971624 [ 0.01199784]
0.0160970068123 [ 0.01466746]
0.0162158332672 [ 0.01170373]
0.0162723072155 [ 0.01228965]
0.0161679133861 [ 0.01159331]
0.0159914629597 [ 0.01152014]
0.0163043372292 [ 0.01252148]
0.0161594059276 [ 0.01366455]
0.0162917427934 [ 0.0118027]
0.0163412313314 [ 0.01200063]
0.016012808169 [ 0.01256286]
0.0161996916515 [ 0.01165988]
0.0162122722714 [ 0.01292614]
0.0162577412957 [ 0.01317812]
0.01625660729 [ 0.01279163]
0.0161601652433 [ 0.01276903]
0.0161940483129 [ 0.01167018]
0.0163899035539 [ 0.01250136]
0.0160178340426 [ 0.01399653]
0.0165300052764 [ 0.01178831]
0.0164255943802 [ 0.01577021]
0.0163641590394 [ 0.01261497]
0.016222266975 [ 0.01301896]
0.0163254078905 [ 0.01381339]
0.0164371013263 [ 0.01267322]
0.0162630612044 [ 0.0133138]
0.0160295188865 [ 0.01138726]
0.0158780099712 [ 0.01142827]
0.0161459275568 [ 0.01236306]
0.0162743421531 [ 0.01266854]
0.0162665723604 [ 0.01162407]
0.0157493317172 [ 0.0129273]
0.0164629511979 [ 0.01141182]
0.0160974992155 [ 0.01171535]
0.0162815257993 [ 0.01309857]
0.0160536755417 [ 0.01155461]
0.016149114251 [ 0.01358098]
0.0164661064319 [ 0.01214274]
0.0160533423217 [ 0.01202941]
0.0160890069304 [ 0.01167833]
0.0160427591897 [ 0.01293128]
0.0162495868834 [ 0.01270366]
0.0163017287457 [ 0.01369535]
0.0160069218163 [ 0.01343193]
0.0160821121363 [ 0.01225874]
0.015989360777 [ 0.01345961]
0.016025916351 [ 0.01207311]
0.0163630469782 [ 0.01158686]
0.0161986638851 [ 0.01678403]
0.016002028037 [ 0.01224078]
0.0158474666145 [ 0.0114356]
0.0157960690196 [ 0.01145249]
0.0157757616546 [ 0.01162245]
0.015793600709 [ 0.01173209]
0.0162622284658 [ 0.01218733]
0.016132718432 [ 0.01207918]
0.0162168491449 [ 0.01306463]
0.0159437571284 [ 0.01228934]
0.0162788077982 [ 0.01305832]
0.0160896641327 [ 0.01147925]
0.0161194376151 [ 0.01340508]
0.0161368340874 [ 0.01286464]
0.0161903271142 [ 0.01317349]
0.0159397121412 [ 0.01322768]
0.0161260582779 [ 0.01250774]
0.0160963492519 [ 0.01272235]
0.0159503829151 [ 0.01273342]
0.0162475849352 [ 0.01189748]
0.0160706021786 [ 0.01183649]
0.0161905249933 [ 0.01279504]
0.0164189506615 [ 0.01167367]
0.0158700026474 [ 0.01191273]
0.0160881456682 [ 0.013061]
0.0161320581926 [ 0.01164542]
0.0160522068954 [ 0.0124503]
0.0163010975283 [ 0.01167375]
0.0159477807477 [ 0.01199463]
0.0160113045289 [ 0.01228445]
0.0163019377813 [ 0.01172934]
0.0161156680955 [ 0.01476657]
0.0160057790595 [ 0.0124618]
0.0160357566409 [ 0.01169371]
0.0158562061418 [ 0.0162849]
0.015888434059 [ 0.01282582]
0.0159264065576 [ 0.01186823]
0.0162335368892 [ 0.01156128]
0.0159888201706 [ 0.01148325]
0.0161716616922 [ 0.0114983]
0.0158692996324 [ 0.01303797]
0.0160012831362 [ 0.01286447]
0.0160117314532 [ 0.01202455]
0.0160586990139 [ 0.01195958]
0.0161625163039 [ 0.01246055]
0.0161496045793 [ 0.01191397]
0.0158655291905 [ 0.01167308]
0.016283401836 [ 0.01153886]
0.0163015586845 [ 0.0119013]
0.016033145927 [ 0.01570216]
0.0161389001334 [ 0.01288435]
0.0161036517547 [ 0.01166072]
0.0159432951968 [ 0.01229743]
0.0158569933715 [ 0.01207777]
0.0157090150972 [ 0.01163087]
0.0157229717289 [ 0.01259536]
0.0158126013189 [ 0.012233]
0.0159980787076 [ 0.01359937]
0.0157913277036 [ 0.01246501]
0.0157620482075 [ 0.01189439]
0.0159072126039 [ 0.01165831]
0.0159433684665 [ 0.01224048]
0.0159518665228 [ 0.01253076]
0.0159344517263 [ 0.01170534]
0.0158748562681 [ 0.01259743]
0.0160089244826 [ 0.01177959]
0.016096417401 [ 0.0133058]
0.015733284399 [ 0.01165294]
0.0162150777774 [ 0.01324621]
0.015958397192 [ 0.01344634]
0.0156218884609 [ 0.01182013]
0.01590076994 [ 0.01199043]
0.0159031413393 [ 0.01557468]
0.0157092408535 [ 0.01225627]
0.0160135393746 [ 0.01217462]
0.0160005882431 [ 0.01253298]
0.0158644449657 [ 0.01191188]
0.0157283390309 [ 0.01185796]
0.015885431547 [ 0.01188479]
0.0158687861073 [ 0.01269906]
0.0158417243056 [ 0.01236503]
0.0159612347348 [ 0.01265887]
0.015940608521 [ 0.01317471]
0.0159257242038 [ 0.01319255]
0.0159515351389 [ 0.0135423]
0.0155703245814 [ 0.01353638]
0.0154599075036 [ 0.01215749]
0.0161731518036 [ 0.01240964]
0.0154013225093 [ 0.0123325]
0.0157523104192 [ 0.014991]
0.0157214693088 [ 0.01160772]
0.0157764878116 [ 0.01334118]
0.015624392684 [ 0.01168345]
0.0161635327691 [ 0.01192424]
0.0156764648943 [ 0.01583351]
0.0155896701066 [ 0.01433386]
0.0158472499888 [ 0.01339403]
0.015735968877 [ 0.01197852]
0.0157502731118 [ 0.01212663]
0.0157778118672 [ 0.01244016]
0.0158537418029 [ 0.01425479]
0.0154618125013 [ 0.01282344]
0.0157380635023 [ 0.01288898]
0.015560508525 [ 0.01377168]
0.0159040765924 [ 0.01287196]
0.0157093232282 [ 0.01201871]
0.0158283983145 [ 0.01232141]
0.0160006257407 [ 0.0141936]
0.0158180760339 [ 0.0126235]
0.0160273354939 [ 0.01285131]
0.015751567224 [ 0.01234088]
0.0160104909967 [ 0.01204004]
0.0155741181849 [ 0.01189324]
0.0159421184129 [ 0.01249755]
0.0159548387453 [ 0.01323148]
0.015751791032 [ 0.01251459]
0.0158938353594 [ 0.0124786]
0.0157652877879 [ 0.01232287]
0.0155095173036 [ 0.01256968]
0.0157287673404 [ 0.01265246]
0.0159981511607 [ 0.01208591]
0.0159450236291 [ 0.01231515]
0.0157316935965 [ 0.01269019]
0.0158303440311 [ 0.01219326]
0.016117353617 [ 0.01452983]
0.0156055393513 [ 0.01250998]
0.0156987537879 [ 0.01595242]
0.0157278023348 [ 0.0132533]
0.0157139842986 [ 0.01408978]
0.0156533796588 [ 0.01360562]
0.0155288774163 [ 0.01588988]
0.015671075771 [ 0.01340402]
0.0156753240063 [ 0.01308817]
0.0157003372553 [ 0.012541]
0.0155581154132 [ 0.01230885]
0.0155750811334 [ 0.01221797]
0.0155363394084 [ 0.01399899]
0.0160500057167 [ 0.01204601]
0.0155083109275 [ 0.01296896]
0.0154771748728 [ 0.01221632]
0.0160879964252 [ 0.01276628]
0.0160362162852 [ 0.01409263]
0.0154856646141 [ 0.01212719]
0.0154412489883 [ 0.01199265]
0.0157555280601 [ 0.01388488]
0.0155177640273 [ 0.01297362]
0.0157047918904 [ 0.01322901]
0.0156658143389 [ 0.01218362]
0.0156912613444 [ 0.0161082]
0.0157827799069 [ 0.01462468]
0.0156101885197 [ 0.01277483]
0.0156694220068 [ 0.01373515]
0.0157388805452 [ 0.01432635]
0.0156872636382 [ 0.01773009]
0.0155830687901 [ 0.01382039]
0.0157481044095 [ 0.01212713]
0.0156040066432 [ 0.01262969]
0.0159224164328 [ 0.01588174]
0.015864644227 [ 0.01304287]
0.015467387151 [ 0.01411004]
0.0158334162222 [ 0.01232191]
0.0156307760218 [ 0.01240835]
0.0155874048328 [ 0.01447299]
0.015696902196 [ 0.01349055]
0.0155729939386 [ 0.01293438]
0.0155191431344 [ 0.01452533]
0.0154106048872 [ 0.01310588]
0.0153751899727 [ 0.01265766]
0.015529972477 [ 0.01331907]
0.0153632878318 [ 0.01292259]
0.0156949222291 [ 0.01521009]
0.015530028145 [ 0.01444507]
0.0156394015053 [ 0.01263407]
0.0153896690976 [ 0.01321531]
0.0155016854634 [ 0.01230884]
0.0156449865094 [ 0.01208968]
0.015432506797 [ 0.01663741]
0.0156100191522 [ 0.01541999]
0.0154962151857 [ 0.01384744]
0.0154997639902 [ 0.01235874]
0.01520679312 [ 0.01255387]
0.0154659461842 [ 0.01258199]
0.0153300385842 [ 0.01305743]
0.0155782600751 [ 0.01435548]
0.0151991612738 [ 0.01524923]
0.0157779880326 [ 0.01284309]
0.015308741426 [ 0.01447452]
0.0155559893363 [ 0.01234801]
0.0156438542878 [ 0.01429691]
0.015322861756 [ 0.01209557]
0.0153172436574 [ 0.01540239]
0.0152946162274 [ 0.01221725]
0.0155326404719 [ 0.01227631]
0.015614194107 [ 0.01494841]
0.0156267263715 [ 0.01220277]
0.0157517911883 [ 0.01338864]
0.0153947683762 [ 0.01544444]
0.0151144741572 [ 0.01545028]
0.0155198005598 [ 0.01209746]
0.0156622484216 [ 0.01315799]
0.0151943773473 [ 0.01239943]
0.0153838769112 [ 0.01302723]
0.0154676977581 [ 0.01278463]
0.0154779602837 [ 0.01280999]
0.0153940512024 [ 0.01329171]
0.0154664472438 [ 0.01233331]
0.015420275241 [ 0.01560598]
0.0156009616262 [ 0.01496573]
0.015588841901 [ 0.0122569]
0.0154605175141 [ 0.01434683]
0.0157777696523 [ 0.01528094]
0.0153078199903 [ 0.01414104]
0.0153112395627 [ 0.01387684]
0.0158118823087 [ 0.01303385]
0.0155012409749 [ 0.0138632]
0.0155289838028 [ 0.01252304]
0.0154951111053 [ 0.01358537]
0.0155332108811 [ 0.01417225]
0.0153256800952 [ 0.0127274]
0.0152829530912 [ 0.01629419]
0.0153123941622 [ 0.01404281]
0.015593700114 [ 0.01541803]
0.0155802134641 [ 0.01320373]
0.0154719793601 [ 0.01627929]
0.015612426045 [ 0.01392614]
0.0151577617827 [ 0.01449235]
0.0156250322289 [ 0.01633234]
0.0154782577866 [ 0.01426676]
0.0156772888854 [ 0.01744075]
0.0152149167881 [ 0.01351973]
0.0157772530638 [ 0.01510918]
0.0156157535369 [ 0.01275767]
0.0154145698936 [ 0.01368145]
0.015743462514 [ 0.01321374]
0.0155816307646 [ 0.01255512]
0.0152961684033 [ 0.01244166]
0.0156548777946 [ 0.01781066]
0.015332987364 [ 0.01529034]
0.0153963826721 [ 0.0125472]
0.0153258768375 [ 0.01352619]
0.0151752294412 [ 0.0134008]
0.0154121741442 [ 0.01325913]
0.0156311458671 [ 0.01386582]
0.0153169880294 [ 0.01374847]
0.0156020287138 [ 0.0134499]
0.0155782366517 [ 0.01364966]
0.0155692981513 [ 0.01326747]
0.0152466771606 [ 0.01385699]
0.0156350473359 [ 0.0141306]
0.015431664465 [ 0.01879645]
0.015495435128 [ 0.01276777]
0.0153389353373 [ 0.01404822]
0.0151005880022 [ 0.0132222]
0.0156066253175 [ 0.01316788]
0.015405183554 [ 0.0129883]
0.0150066379624 [ 0.01492628]
0.0153653374489 [ 0.01290578]
0.0154864721647 [ 0.01421783]
0.0152308612929 [ 0.01599958]
0.0153603206034 [ 0.01284565]
0.0154315089811 [ 0.01304285]
0.0147925301151 [ 0.01330129]
0.0153432159681 [ 0.01434628]
0.0152600788647 [ 0.01291604]
0.0153828712881 [ 0.01269202]
0.0150820744677 [ 0.01406901]
0.015261644315 [ 0.01414604]
0.0158406229812 [ 0.01620429]
0.0154792581507 [ 0.01232868]
0.0153553275687 [ 0.01277501]
0.0155591644652 [ 0.01365642]
0.0153821235988 [ 0.01356623]
0.0152153868455 [ 0.01270145]
0.0155576841498 [ 0.01277637]
0.0152008915976 [ 0.01263856]
0.015439571526 [ 0.01316458]
0.0152844492845 [ 0.01404606]
0.0153246037097 [ 0.01254734]
0.0153198419617 [ 0.01499964]
0.015502163669 [ 0.01356048]
0.015440736994 [ 0.01506346]
0.0155341723775 [ 0.01288723]
0.0146478541674 [ 0.01592699]
0.0153932593996 [ 0.01397558]
0.0155044366597 [ 0.01484379]
0.0150954028725 [ 0.01333821]
0.0153942708658 [ 0.01260303]
^Z
[1]+  Stopped		      python3 backpropFromGod.py
RII2014/cs5300/Final/housedata$SexitNotebook-PC:~/Documents/Dropbox/SCHOOL/SUMMER
There are stopped jobs.
MERII2014/cs5300/Final/housedataattHopfieldScript.txto|uperls-peo's/\e([^\[\]]|\[.*?[a-zA-Z]|\].*?\a)//g' | colscripttHopfieldScript.txtd
.txt?|aperlZ-pe]'s/\e([^\[\]]|\.txts|\perls-pep's/\e([^\[\]]|\[.txt | perl -pe 's/\e([^\[\]]|\[..txt | perl -pe 's/\e([^\[\]]|\[.*.txt | perl -pe 's/\e([^\[\]]|\[.*?.txt | perl -pe 's/\e([^\[\]]|\[.*?[a
